COD. PRODOTTO|EAN1|EAN2|EAN3|EAN4|NOME|DESCRIZIONE HTML|CATEGORIA|PERCORSO CATEGORIA|MARCA|PREZZO LISTINO|PREZZO VENDITA|DISPO|IMMAGINE|
10273843|8015908738438||||TELEFONO CORDLESS BRONDI ADARA NERO-BIANCO|<p>L’<strong>Adara</strong>&nbsp;cordless&nbsp;di Brondi ha un&nbsp;<strong>grande display alfanumerico retroilluminato con menù intuitivo</strong>, 20 memorie alfanumeriche e una memoria delle ultime 10 chiamate ricevute e degli ultimi 10 numeri chiamati.</p><p>Potrai scegliere tra 10 melodie standard con volume regolabile.</p><p>Il cordless&nbsp;<strong>Adara</strong>&nbsp;di Brondi è dotato infine di&nbsp;<strong>tecnologia ECO DECT</strong>&nbsp;permette una gestione intelligente della potenza radio.</p><table><tbody><tr><th>Alto volume</th><td>-</td></tr><tr><th>Auricolari con microfono inclusi</th><td>No</td></tr><tr><th>Autonomia conversazione</th><td>7 h</td></tr><tr><th>Autonomia standby</th><td>100 h</td></tr><tr><th>Batteria</th><td>2 x AAA (300mAh Ni-MH)</td></tr><tr><th>Bluetooth</th><td>No</td></tr><tr><th>Browser Android</th><td>No</td></tr><tr><th>Colore</th><td>No</td></tr><tr><th>Connettività</th><td>-</td></tr><tr><th>Connettore audio</th><td>-</td></tr><tr><th>Dual Sim</th><td>No</td></tr><tr><th>Dimensioni</th><td>160x47x27 mm</td></tr><tr><th>Mostra</th><td>Grande display alfanumerico retroilluminato con menu intuitivo</td></tr><tr><th>3G</th><td>No</td></tr><tr><th>Ricezione e gestione email</th><td>No</td></tr><tr><th>Flip attivo</th><td>-</td></tr><tr><th>Fotocamera</th><td>-</td></tr><tr><th>Frequenza</th><td>1880 MHz/ 1900 MHz</td></tr><tr><th>GPS</th><td>-</td></tr><tr><th>Grandi tasti</th><td>No</td></tr><tr><th>HSDPA 7.2 Mbit/s, HSUPA 5.76 Mbit/s</th><td>No</td></tr><tr><th>Memoria</th><td>Lista ultime 10 chiamate ricevute (nome, data, ora), Lista ultimi 5 numeri chiamati</td></tr><tr><th>Memoria aggiuntiva</th><td>-</td></tr><tr><th>Micro USB 2.0</th><td>No</td></tr><tr><th>Modifica immagini, smile detect, HDR, panorama, multiangolo, geotagging</th><td>-</td></tr><tr><th>Multimedia</th><td>-</td></tr><tr><th>Multimedia e microSD Slot</th><td>No</td></tr><tr><th>Annuncio del numero che si sta selezionando</th><td>No</td></tr><tr><th>Portata</th><td>50 m in interno / 300m in esterno</td></tr><tr><th>Radio FM</th><td>No</td></tr><tr><th>Riconoscimento</th><td>Identificativo del chiamante “FSK/DTMF"</td></tr><tr><th>Riproduttore audio</th><td>-</td></tr><tr><th>Indirizzi</th><td>20 memorie alfanumeriche</td></tr><tr><th>Scrittura facilitata</th><td>No</td></tr><tr><th>Sensori</th><td>-</td></tr><tr><th>Sistema operativo</th><td>-</td></tr><tr><th>SMS</th><td>No</td></tr><tr><th>Social network</th><td>No</td></tr><tr><th>Standard</th><td>DECT GAP/ fino a 5 portatili collegabili</td></tr><tr><th>Suoneria</th><td>10 melodie standard, Suoneria escludibile, Volume suoneria e di ascolto regolabile</td></tr><tr><th>Tastiera</th><td>Blocco tastiera, esclusione microfono</td></tr><tr><th>Tasto SOS</th><td>No</td></tr><tr><th>Tecnologia</th><td>ECO DECT: gestione intelligente della potenza radio</td></tr><tr><th>Tethering</th><td>-</td></tr><tr><th>Torcia a LED</th><td>No</td></tr><tr><th>Touchscreen capacitivo multitouch</th><td>No</td></tr><tr><th>USB HOST/OTG storage</th><td>No</td></tr><tr><th>Velocità</th><td>-</td></tr><tr><th>Videocamera</th><td>No</td></tr><tr><th>Videochiamata</th><td>No</td></tr><tr><th>Vivavoce su portatile</th><td>No</td></tr><tr><th>Vivavoce | Vibracall</th><td>Sì</td></tr></tbody></table>|TELEFONI CORDLESS|TELEFONIA > FISSA > TELEFONI CORDLESS|BRONDI|11|11.00|37|https://www.mooncomputer.it/imgart/4504974D8513000000000000000000000000000000000000.bmp|
10273844|8015908738445||||TELEFONO CORDLESS BRONDI ADARA AZZURRO-BIANCO|<p>L’<strong>Adara</strong>&nbsp;cordless&nbsp;di Brondi ha un&nbsp;<strong>grande display alfanumerico retroilluminato con menù intuitivo</strong>, 20 memorie alfanumeriche e una memoria delle ultime 10 chiamate ricevute e degli ultimi 10 numeri chiamati.</p><p>Potrai scegliere tra 10 melodie standard con volume regolabile.</p><p>Il cordless&nbsp;<strong>Adara</strong>&nbsp;di Brondi è dotato infine di&nbsp;<strong>tecnologia ECO DECT</strong>&nbsp;permette una gestione intelligente della potenza radio.</p><table><tbody><tr><th>Alto volume</th><td>-</td></tr><tr><th>Auricolari con microfono inclusi</th><td>No</td></tr><tr><th>Autonomia conversazione</th><td>7 h</td></tr><tr><th>Autonomia standby</th><td>100 h</td></tr><tr><th>Batteria</th><td>2 x AAA (300mAh Ni-MH)</td></tr><tr><th>Bluetooth</th><td>No</td></tr><tr><th>Browser Android</th><td>No</td></tr><tr><th>Colore</th><td>No</td></tr><tr><th>Connettività</th><td>-</td></tr><tr><th>Connettore audio</th><td>-</td></tr><tr><th>Dual Sim</th><td>No</td></tr><tr><th>Dimensioni</th><td>160x47x27 mm</td></tr><tr><th>Mostra</th><td>Grande display alfanumerico retroilluminato con menu intuitivo</td></tr><tr><th>3G</th><td>No</td></tr><tr><th>Ricezione e gestione email</th><td>No</td></tr><tr><th>Flip attivo</th><td>-</td></tr><tr><th>Fotocamera</th><td>-</td></tr><tr><th>Frequenza</th><td>1880 MHz/ 1900 MHz</td></tr><tr><th>GPS</th><td>-</td></tr><tr><th>Grandi tasti</th><td>No</td></tr><tr><th>HSDPA 7.2 Mbit/s, HSUPA 5.76 Mbit/s</th><td>No</td></tr><tr><th>Memoria</th><td>Lista ultime 10 chiamate ricevute (nome, data, ora), Lista ultimi 5 numeri chiamati</td></tr><tr><th>Memoria aggiuntiva</th><td>-</td></tr><tr><th>Micro USB 2.0</th><td>No</td></tr><tr><th>Modifica immagini, smile detect, HDR, panorama, multiangolo, geotagging</th><td>-</td></tr><tr><th>Multimedia</th><td>-</td></tr><tr><th>Multimedia e microSD Slot</th><td>No</td></tr><tr><th>Annuncio del numero che si sta selezionando</th><td>No</td></tr><tr><th>Portata</th><td>50 m in interno / 300m in esterno</td></tr><tr><th>Radio FM</th><td>No</td></tr><tr><th>Riconoscimento</th><td>Identificativo del chiamante “FSK/DTMF"</td></tr><tr><th>Riproduttore audio</th><td>-</td></tr><tr><th>Indirizzi</th><td>20 memorie alfanumeriche</td></tr><tr><th>Scrittura facilitata</th><td>No</td></tr><tr><th>Sensori</th><td>-</td></tr><tr><th>Sistema operativo</th><td>-</td></tr><tr><th>SMS</th><td>No</td></tr><tr><th>Social network</th><td>No</td></tr><tr><th>Standard</th><td>DECT GAP/ fino a 5 portatili collegabili</td></tr><tr><th>Suoneria</th><td>10 melodie standard, Suoneria escludibile, Volume suoneria e di ascolto regolabile</td></tr><tr><th>Tastiera</th><td>Blocco tastiera, esclusione microfono</td></tr><tr><th>Tasto SOS</th><td>No</td></tr><tr><th>Tecnologia</th><td>ECO DECT: gestione intelligente della potenza radio</td></tr><tr><th>Tethering</th><td>-</td></tr><tr><th>Torcia a LED</th><td>No</td></tr><tr><th>Touchscreen capacitivo multitouch</th><td>No</td></tr><tr><th>USB HOST/OTG storage</th><td>No</td></tr><tr><th>Velocità</th><td>-</td></tr><tr><th>Videocamera</th><td>No</td></tr><tr><th>Videochiamata</th><td>No</td></tr><tr><th>Vivavoce su portatile</th><td>No</td></tr><tr><th>Vivavoce | Vibracall</th><td>Sì</td></tr></tbody></table>|TELEFONI CORDLESS|TELEFONIA > FISSA > TELEFONI CORDLESS|BRONDI|11|11.00|29|https://www.mooncomputer.it/imgart/4504974D8514000000000000000000000000000000000000.bmp|
10273845|8015908738452||||TELEFONO CORDLESS BRONDI ADARA ROSSO-BIANCO|<p>L’<strong>Adara</strong>&nbsp;cordless&nbsp;di Brondi ha un&nbsp;<strong>grande display alfanumerico retroilluminato con menù intuitivo</strong>, 20 memorie alfanumeriche e una memoria delle ultime 10 chiamate ricevute e degli ultimi 10 numeri chiamati.</p><p>Potrai scegliere tra 10 melodie standard con volume regolabile.</p><p>Il cordless&nbsp;<strong>Adara</strong>&nbsp;di Brondi è dotato infine di&nbsp;<strong>tecnologia ECO DECT</strong>&nbsp;permette una gestione intelligente della potenza radio.</p><table><tbody><tr><th>Alto volume</th><td>-</td></tr><tr><th>Auricolari con microfono inclusi</th><td>No</td></tr><tr><th>Autonomia conversazione</th><td>7 h</td></tr><tr><th>Autonomia standby</th><td>100 h</td></tr><tr><th>Batteria</th><td>2 x AAA (300mAh Ni-MH)</td></tr><tr><th>Bluetooth</th><td>No</td></tr><tr><th>Browser Android</th><td>No</td></tr><tr><th>Colore</th><td>No</td></tr><tr><th>Connettività</th><td>-</td></tr><tr><th>Connettore audio</th><td>-</td></tr><tr><th>Dual Sim</th><td>No</td></tr><tr><th>Dimensioni</th><td>160x47x27 mm</td></tr><tr><th>Mostra</th><td>Grande display alfanumerico retroilluminato con menu intuitivo</td></tr><tr><th>3G</th><td>No</td></tr><tr><th>Ricezione e gestione email</th><td>No</td></tr><tr><th>Flip attivo</th><td>-</td></tr><tr><th>Fotocamera</th><td>-</td></tr><tr><th>Frequenza</th><td>1880 MHz/ 1900 MHz</td></tr><tr><th>GPS</th><td>-</td></tr><tr><th>Grandi tasti</th><td>No</td></tr><tr><th>HSDPA 7.2 Mbit/s, HSUPA 5.76 Mbit/s</th><td>No</td></tr><tr><th>Memoria</th><td>Lista ultime 10 chiamate ricevute (nome, data, ora), Lista ultimi 5 numeri chiamati</td></tr><tr><th>Memoria aggiuntiva</th><td>-</td></tr><tr><th>Micro USB 2.0</th><td>No</td></tr><tr><th>Modifica immagini, smile detect, HDR, panorama, multiangolo, geotagging</th><td>-</td></tr><tr><th>Multimedia</th><td>-</td></tr><tr><th>Multimedia e microSD Slot</th><td>No</td></tr><tr><th>Annuncio del numero che si sta selezionando</th><td>No</td></tr><tr><th>Portata</th><td>50 m in interno / 300m in esterno</td></tr><tr><th>Radio FM</th><td>No</td></tr><tr><th>Riconoscimento</th><td>Identificativo del chiamante “FSK/DTMF"</td></tr><tr><th>Riproduttore audio</th><td>-</td></tr><tr><th>Indirizzi</th><td>20 memorie alfanumeriche</td></tr><tr><th>Scrittura facilitata</th><td>No</td></tr><tr><th>Sensori</th><td>-</td></tr><tr><th>Sistema operativo</th><td>-</td></tr><tr><th>SMS</th><td>No</td></tr><tr><th>Social network</th><td>No</td></tr><tr><th>Standard</th><td>DECT GAP/ fino a 5 portatili collegabili</td></tr><tr><th>Suoneria</th><td>10 melodie standard, Suoneria escludibile, Volume suoneria e di ascolto regolabile</td></tr><tr><th>Tastiera</th><td>Blocco tastiera, esclusione microfono</td></tr><tr><th>Tasto SOS</th><td>No</td></tr><tr><th>Tecnologia</th><td>ECO DECT: gestione intelligente della potenza radio</td></tr><tr><th>Tethering</th><td>-</td></tr><tr><th>Torcia a LED</th><td>No</td></tr><tr><th>Touchscreen capacitivo multitouch</th><td>No</td></tr><tr><th>USB HOST/OTG storage</th><td>No</td></tr><tr><th>Velocità</th><td>-</td></tr><tr><th>Videocamera</th><td>No</td></tr><tr><th>Videochiamata</th><td>No</td></tr><tr><th>Vivavoce su portatile</th><td>No</td></tr><tr><th>Vivavoce | Vibracall</th><td>Sì</td></tr></tbody></table>|TELEFONI CORDLESS|TELEFONIA > FISSA > TELEFONI CORDLESS|BRONDI|11|11.00|22|https://www.mooncomputer.it/imgart/4504974D8515000000000000000000000000000000000000.bmp|
10273920|8015908739206||||TELEFONO CORDLESS BRONDI LEMURE NERO||TELEFONI CORDLESS|TELEFONIA > FISSA > TELEFONI CORDLESS|BRONDI|17|17.00|27|https://www.mooncomputer.it/imgart/4504974D9490000000000000000000000000000000000000.bmp|
10301|8022804103017||||MINI VENTILATORE XTREMEUSB RICARICABILE|<p>VENTILATORE PORTATILE 3 VELOCITA'<br></p>|ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|4.9|4.90|6|https://www.mooncomputer.it/imgart/4504D0440000000000000000000000000000000000000000.bmp|
10402|8022804104021||||SMART BAND XTREME IP-ONE BT CARDIO/SONNO/CALORIE/PASSI|<p>Health Monitoring Wristband IP67 display&nbsp; 0,87 Oled Blue/White Screen BT 4.0,&nbsp; NORDIC 51822 battery 60mah. Heart rate, Pedometer, Sedentary Reminder, Sleep Monitor, Clock, Phone call &amp; Message Reminder, etc.Plastic body (UV), Sillicone wristbands (TPU),<br></p>|ACCESSORI TELEFONIA|TELEFONIA > ACCESSORI TELEFONIA|XTREME|23|23.00|5|https://www.mooncomputer.it/imgart/450510480000000000000000000000000000000000000000.bmp|
10424|2572012202348|5720120101337|8027761305894|8049033372311|ROTOLO TERMICO 57X18X12POS||BOBINA ETICHETTE|SISTEMI POS-LETTORI > BOBINA ETICHETTE|PRODOTTI OEM|0.25|0.25|7598|https://www.mooncomputer.it/imgart/450512500000000000000000000000000000000000000000.bmp|
10430|8032618974383|8032618975205|8032618976103||ETICHETTE PREZZ.26X12 BLISTER|ETICHETTE PREZZ.26X12 BLISTER|BOBINA ETICHETTE|SISTEMI POS-LETTORI > BOBINA ETICHETTE|PRODOTTI OEM|3.5|3.50|42|https://www.mooncomputer.it/imgart/450513400000000000000000000000000000000000000000.bmp|
10450|2983647625349|5735120101133|5735120501131|8032754121078|ROTOLO TERMICO 57X35 R.C. ,||BOBINA ETICHETTE|SISTEMI POS-LETTORI > BOBINA ETICHETTE|PRODOTTI OEM|0.29|0.29|3300|https://www.mooncomputer.it/imgart/450515400000000000000000000000000000000000000000.bmp|
10473|2280801212347|8027761305788|8027761306204|8032754129241|ROTOLO TERMICO 80X80X12|ROTOLO TERMICO 80X80X12|BOBINA ETICHETTE|SISTEMI POS-LETTORI > BOBINA ETICHETTE|PRODOTTI OEM|0.85|0.85|1466|https://www.mooncomputer.it/imgart/4505174C0000000000000000000000000000000000000000.bmp|
10479|8032618975380|8032618975380|8032618975380||ROTOLO ETICHETTE X ELIMINACODE|ROTOLO ETICHETTE X ELIMINACODE|COLONNINE PER FILA|PER L'UFFICIO > COLONNINE PER FILA|PRODOTTI OEM|1.5|1.50|80|https://www.mooncomputer.it/imgart/450517640000000000000000000000000000000000000000.bmp|
10520|3597320079405|3838883565333|4250095600043|5017534586943|RISMA CARTA A4|<p>RISMA CARTA A4 - 80 g</p><p><span style="color: #ff0000;">Attenzione: le spese di spedizione della carta vengono calcolate a parte in base a peso / volume</span></p>|CARTA A4|CONSUMABILI > CARTA > CARTA A4|PRODOTTI OEM|2.2|2.20|7615|https://www.mooncomputer.it/imgart/450552400000000000000000000000000000000000000000.bmp|
10522|8050040583898|8993242592407|8993242592414||RISMA CARTA 500FG A3 80GR.||CARTA A3|CONSUMABILI > CARTA > CARTA A3|PRODOTTI OEM|5.5|5.50|235|https://www.mooncomputer.it/imgart/450552480000000000000000000000000000000000000000.bmp|
10525|5602024006119||||RISMA CARTA A4 NAVIGATOR|<p>RISMA CARTA A4 NAVIGATOR</p><p><span style="color: #ff0000;">Attenzione: le spese di spedizione della carta vengono calcolate a parte in base a peso / volume</span></p>|CARTA A4|CONSUMABILI > CARTA > CARTA A4|NAVIGATOR|2.79|2.79|765|https://www.mooncomputer.it/imgart/450552540000000000000000000000000000000000000000.bmp|
11233-02-20G|4895106271203||||VGA SAPPHIRE R5 230 2GBHDMI DVI-D VGA||SCHEDE VIDEO|INFORMATICA > COMPONENTISTICA > SCHEDE VIDEO|SAPPHIRE|37.5|37.50|7|https://www.mooncomputer.it/imgart/4514934CD412352427000000000000000000000000000000.bmp|
11464|6943518914640||||RAPOO MOUSE 1620 OTTICOWIRELESS BLACK||MOUSE|INFORMATICA > ACCESSORI PER INFORMATICA > MOUSE|RAPOO|4.5|4.50|57|https://www.mooncomputer.it/imgart/451516500000000000000000000000000000000000000000.bmp|
11571|6943518915715||||RAPOO KIT TASTIERA E MOUSE X1800 WIRELESS 2.4GHZ NERO||TASTIERE|INFORMATICA > ACCESSORI PER INFORMATICA > TASTIERE|RAPOO|15.5|15.50|301|https://www.mooncomputer.it/imgart/451557440000000000000000000000000000000000000000.bmp|
12V1A|7056474410336|8000000104960|8000000104960|8056459410336|ALIMENTATORE 12V 1A VS-YJY-121000|ALIMENTATORE 12V 1A|ACCESSORI VIDEOSORVEGLIANZA|SICUREZZA > VIDEOSORVEGLIANZA > ACCESSORI VIDEOSORVEGLIANZA|MACH POWER|3.25|3.25|183|https://www.mooncomputer.it/imgart/452D91840000000000000000000000000000000000000000.bmp|
1475C026|8714574650357||||MULTIFUNZIONE CANON I-SENSYS MF635CX LASER COLORE|<p><span style="color: rgb(0, 0, 0); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;">Canon i-SENSYS MF635Cx. Tecnologia di stampa: Laser, Stampa: Stampa a colori. Risoluzione massima: 1200 x 1200 DPI. Copia: Copia a colori. Risoluzione di copia massima: 600 x 600 DPI. Scansione: Scansione a colori. Risoluzione di scansione ottica: 600 x 600 DPI. Fax: Fax a colori, Funzione duplex: Copia, Fax, Stampa, Scansione. Massimo formato carta serie ISO A: A4. Capacità di input standard: 150 fogli. Capacità di output standard: 100 fogli. Wi-Fi.</span><br></p>|MULTIFUNZIONE / COPIATRICI LASER|PER LA STAMPA > MULTIFUNZIONE / COPIATRICI LASER|CANON|256|256.00|10|https://www.mooncomputer.it/imgart/4545D58D0496000000000000000000000000000000000000.bmp|
16182|6940056161826||||RAPOO TASTIERA E2710 WIRELESS TOUCHPAD INTEGRATO BLACK|<h4>RICEVITORE</h4><ul><li>interfaccia ricevitore senza fili USB</li></ul><ul><li>tipo di ricevitore Nano</li></ul><h4>TASTIERA</h4><ul><li>Altezza tastiera regolabile Si</li></ul><ul><li>Banda di frequenza 2.4 GHz</li></ul><ul><li>Barra appoggiaferro antiscivolo Si</li></ul><ul><li>Dispositivo di puntatura Touchpad</li></ul><ul><li>Fattore di forma tastiera Standard</li></ul><ul><li>Hub USB No</li></ul><ul><li>Interfaccia dispositivo RF Wireless</li></ul><ul><li>Numero pulsanti tastiera 80<br></li></ul><ul><li>Riposo del polso No</li></ul><ul><li>Stile tastiera Straight</li></ul><ul><li>Struttura tastiera QWERTY</li></ul><ul><li>Tasti di scelta rapida Si</li></ul><ul><li>Tasti multimediali Si</li></ul><ul><li>Tasti Windows Si</li></ul><ul><li>Tastiera ad isola Si</li></ul><ul><li>Tastiera completa Si</li></ul><ul><li>Tastiera numerica No</li></ul> <ul><li>Tecnologia dei tasti della tastiera Scissor</li></ul><ul><li>Tecnologia di connessione Wireless</li></ul><ul><li>Utilizzo Universal</li></ul><ul><li>Utilizzo raccomandato Universal</li></ul>|TASTIERE|INFORMATICA > ACCESSORI PER INFORMATICA > TASTIERE|RAPOO|24|24.00|11|https://www.mooncomputer.it/imgart/456458480000000000000000000000000000000000000000.bmp|
16830|4892117016830|4897012885987|6925325430261|6930258300611|UNIVERSAL REFILL KIT COLOR|UNIVERSAL REFILL KIT COLOR|RICARICA CARTUCCE UNIVERSALE|CONSUMABILI > RICARICA CARTUCCE UNIVERSALE|PRODOTTI OEM|3.9|3.90|27|https://www.mooncomputer.it/imgart/456613400000000000000000000000000000000000000000.bmp|
16831|3700145829968|4897012885970|6925325430162|6940843194570|UNIVERSAL REFILL KIT BLACK ,|UNIVERSAL REFILL KIT BLACK|RICARICA CARTUCCE UNIVERSALE|CONSUMABILI > RICARICA CARTUCCE UNIVERSALE|PRODOTTI OEM|2.65|2.65|61|https://www.mooncomputer.it/imgart/456613440000000000000000000000000000000000000000.bmp|
1716JL|8028626017167||||TELECOMANDO JOLLYLINE REPLACEMENT PER TV SAMSUNG|<p>Comanda tutte le funzioni. Compatibile con tutti i modelli di TV SAMSUNG. Nessuna programmazione necessaria, basta inserirele batterie ed è pronto all’uso. Non perde la memoria durante la sostituzione delle batterie Alimentazione tramite 2 batterie ministilo (AAA).<br></p>|TELECOMANDI|TV AUDIO VIDEO > TELECOMANDI|JollyLine|5.9|5.90|27|https://www.mooncomputer.it/imgart/457456AAC000000000000000000000000000000000000000.bmp|
1718JL20160810|8028626017181||||TELECOMANDO JOLLYLINE REPLACEMENT PER TV LG|<p>Comanda tutte le funzioni. Compatibile con tutti i modelli di TV LG. Nessuna programmazione necessaria, basta inserirele batterie ed è pronto all’uso. Non perde la memoria durante la sostituzione delle batterie. Alimentazione tramite 2 batterie ministilo (AAA)<br></p>|TELECOMANDI|TV AUDIO VIDEO > TELECOMANDI|JollyLine|5.9|5.90|33|https://www.mooncomputer.it/imgart/457458AAC490456418450000000000000000000000000000.bmp|
17282|6940056172822||||RAPOO TASTIERA E9110 ULTRA SLIM WIRELESS WHITE|<p><ul><li>Affidabile connessione wireless 2.4G&nbsp;&nbsp;</li><li>Design ultra sottile da 4,9 mm&nbsp;</li><li>Scocca in lega di alluminio&nbsp;</li><li>Tasti Scissor&nbsp;</li><li>Tasti a scelta rapida Fn&nbsp;</li><li>Multimedia Ricevitore USB nano&nbsp;</li><li>Durata della batteria fino a 24 mesi&nbsp;</li><li>Colore: BIANCO</li></ul></p>|TASTIERE|INFORMATICA > ACCESSORI PER INFORMATICA > TASTIERE|RAPOO|24|24.00|27|https://www.mooncomputer.it/imgart/457498480000000000000000000000000000000000000000.bmp|
17938|6940056179388||||RAPOO MOUSE N1020 OTTICO USB BLACK|<p>Rapoo N1020 MOUSE OTTICO CON CAVO</p>|MOUSE|INFORMATICA > ACCESSORI PER INFORMATICA > MOUSE|RAPOO|2.9|2.90|278|https://www.mooncomputer.it/imgart/457653600000000000000000000000000000000000000000.bmp|
18103|6940056181039||||RAPOO MOUSE M200 MULTIMODE DARKGREY BT|<p>Rapoo M200 Mouse Multimode Wireless a RF + Bluetooth Grigio Scuro<br></p>|MOUSE|INFORMATICA > ACCESSORI PER INFORMATICA > MOUSE|RAPOO|9.3|9.30|81|https://www.mooncomputer.it/imgart/4584504C0000000000000000000000000000000000000000.bmp|
18404|6940056184047||||RAPOO MOUSE M500 MULTIMODE DARKGREY BT||MOUSE|INFORMATICA > ACCESSORI PER INFORMATICA > MOUSE|RAPOO|12.8|12.80|20|https://www.mooncomputer.it/imgart/458510500000000000000000000000000000000000000000.bmp|
1870B002|4960999417646|4960999417646|||CANON 1870B002 712K LBP3010|La Cartuccia 712 ha un'autonomia di circa 1.500 pagine A4 (ISO 19752).<br><TABLE cellpadding=0 cellspacing=1 width="100%" border=0><TBODY><TR><TD height="20" colspan="2" bgcolor="#d5eaff"><font size="2"><b>Caratteristiche</b></font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colore</font></TD><TD width="60%" height="20"><font size="2">No</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Produzione pagine</font></TD><TD width="60%" height="20"><font size="2">1500 Pagine</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Tecnologia di stampa</font></TD><TD width="60%" height="20"><font size="2">Laser</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Colori di stampa</font></TD><TD width="60%" height="20"><font size="2">Nero</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Prodotti compatibili</font></TD><TD width="60%" height="20"><font size="2">LBP3010, LBP3100</font></TD></TR><TR><TD width="40%" height="20" bgcolor="#e5eff1"><font size="2">Quantità</font></TD><TD width="60%" height="20"><font size="2">1</font></TD></TR></TBODY></TABLE><BR>|LASER ORIGINALI|CONSUMABILI > ORIGINALI > LASER ORIGINALI|CANON|41.57|41.57|3|https://www.mooncomputer.it/imgart/4585D0890412000000000000000000000000000000000000.bmp|
